Name	ID	ALL	ALL.1	ALL.2	ALL.3	ALL.4	ALL.5	ALL.6	ALL.7	ALL.8	ALL.9	ALL.10	ALL.11	ALL.12	ALL.13	ALL.14	ALL.15	ALL.16	ALL.17	ALL.18	ALL.19	ALL.20	ALL.21	ALL.22	ALL.23	ALL.24	ALL.25	ALL.26	AML	AML.1	AML.2	AML.3	AML.4	AML.5	AML.6	AML.7	AML.8	AML.9	AML.10
RAGE_gene_receptor_for_advanced_glycosylation_end_products_extracted_from_Human_HLA_class_III_region_containing_NOTCH4_gene_partial_sequence_homeobox_PBX2_HPBX_gene_receptor_for_advanced_glycosylation_end_products_RAGE_gene_and_6_unidentified_cds_complete_sequence	U89336_cds3_at	0.38099	0.39105	0.59915	0.14328	-0.09057	0.44917	0.63889	0.69402	0.33097	0.36772	0.19196	0.04803	0.10584	0.25662	-0.28518	0.51741	0.72109	0.45216	0.21255	0.07158	0.0799	0.68023	0.63067	0.0617	0.50274	0.23023	0.88741	0.2802	-0.36702	0.29925	0.27486	0.39522	0.27047	0.46367	0.58951	0.09245	0.43952	0.44858
Unknown_gene_extracted_from_Human_HLA_class_III_region_containing_NOTCH4_gene_partial_sequence_homeobox_PBX2_HPBX_gene_receptor_for_advanced_glycosylation_end_products_RAGE_gene_and_6_unidentified_cds_complete_sequence	U89336_cds4_at	0.74404	-1.28599	0.66413	0.04682	0.66774	0.20346	0.37131	1.42878	0.42789	0.70785	-0.4963	-0.44502	1.17184	0.32901	0.69532	1.10784	0.96803	0.72091	0.22497	1.0062	-1.06221	1.09242	0.75443	0.91522	0.74258	0.24458	0.952	0.6414	-1.08902	0.21135	-0.50881	0.06402	0.52704	1.03476	1.15713	0.39169	-1.34579	0.61232
Unknown_gene_extracted_from_Human_HLA_class_III_region_containing_NOTCH4_gene_partial_sequence_homeobox_PBX2_HPBX_gene_receptor_for_advanced_glycosylation_end_products_RAGE_gene_and_6_unidentified_cds_complete_sequence	U89336_cds6_at	-0.91551	-0.64524	-0.88875	-1.40715	-1.42668	-0.42011	-0.45671	-0.37008	-1.02009	-0.92616	-0.93873	-0.7999	-0.78954	-0.87244	-0.96414	-0.92605	-0.45009	-0.9447	-0.83811	-0.5153	-1.06221	-1.12665	-0.19135	-0.46516	-1.14759	-1.27619	-0.57219	-0.46735	-1.07057	-1.29865	-1.26183	-0.39841	-1.29443	-0.7027	-0.16929	-1.39906	-0.49571	0.48378
MEN1_gene_menin_extracted_from_Human_menin_MEN1_gene	U93237_rna2_at	0.49215	-0.18688	0.52441	0.41589	0.70745	0.6557	0.61366	0.69781	0.45115	0.19236	0.2621	-0.38332	0.21181	0.89604	0.81535	0.44172	0.7543	0.23475	0.19786	0.60063	-0.08166	-0.50205	0.79322	0.58752	0.19409	0.50624	0.85182	0.29668	-0.39758	0.14804	0.30798	0.39978	-0.01305	0.23005	0.25016	-0.03563	-0.08083	0.07467
362G6-1_gene_unknown_protein_CIT987SK_362G6_1_extracted_from_Human_chromosome_16p13-1_BAC_clone_CIT987SK-362G6_complete_sequence	U95740_rna1_at	-0.32345	-0.59	-0.89334	-0.27286	-0.08838	-1.21719	-0.67654	-0.05173	-0.36348	-1.21583	-0.16015	-0.70522	-0.15405	-0.16678	0.14146	-0.08865	0.42622	-1.20466	-1.0238	0.35686	-0.94193	-0.2449	-1.02491	0.40211	-0.09635	-1.27619	-1.23051	-0.84434	-0.55165	-1.29865	-1.26183	-0.19329	-0.82696	-0.87229	-1.22961	-1.39906	-0.90524	0.28462
362G6-2_gene_extracted_from_Human_chromosome_16p13-1_BAC_clone_CIT987SK-362G6_complete_sequence	U95740_rna2_at	-1.45769	-1.3942	-1.30933	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-0.65124	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	0.64899	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	-1.43337	-1.08902	-1.29865	-1.26183	-1.38383	-1.47218	-1.34158	-1.22961	-1.39906	-1.18204	-1.32403
2A8-3_gene_hereditary_multiple_exostoses_gene_isolog_extracted_from_Human_chromosome_8_BAC_clone_CIT987SK-2A8_complete_sequence	U96629_rna2_at	-0.05405	-0.33438	0.42235	-0.07875	-0.2794	0.40496	-0.64606	-0.1163	-0.13852	-0.14269	0.10031	-0.39838	-0.19559	-0.67578	0.143	-0.09342	0.23491	-0.32253	-1.24482	-0.15286	-0.17105	-0.21169	0.16237	-0.48437	-0.03951	-0.114	0.09076	-0.08887	-0.24634	0.30518	-0.52437	-0.05069	0.18263	-0.69364	-1.22961	0.11155	-0.41936	-0.11411
Cellular_oncogene_c-fos_complete_sequence	V01512_rna1_at	0.96534	2.17236	-0.25898	0.38722	2.21099	0.11719	2.11268	0.75722	0.77704	1.5616	0.83802	1.73556	2.13173	0.49027	2.13588	1.56011	1.53672	0.90851	1.92577	1.7767	2.6587	1.54895	-0.65087	1.86149	3.22066	2.72119	1.45488	2.58131	1.00019	1.74437	-0.01028	1.84521	2.22084	1.54317	-0.40822	1.98182	1.89804	1.0488
GB_DEF_-_Bcr_breakpoint_cluster_region_gene_in_Philadelphia_chromosome	X02596_at	0.13961	0.38394	-0.15966	0.76255	0.72305	0.40172	1.12413	0.45954	-0.10733	0.08248	0.70395	-0.26173	0.80943	-0.08541	0.87042	0.88676	-0.06829	0.06525	0.91624	0.92938	0.76011	0.49103	0.26706	1.05307	0.38528	0.9273	0.72205	0.61684	0.51983	-1.29865	0.21508	1.28514	0.21573	0.5023	0.50379	0.23654	-0.98609	-0.96262
GB_DEF_-_Int-1_mammary_oncogene	X03072_at	0.28157	0.00753	-0.73381	0.15755	-0.73492	0.17696	0.53965	0.68065	-0.91713	0.40007	-1.03689	-0.04232	-0.99141	-0.01062	-0.45301	-0.44854	0.24983	-1.20466	-0.12945	-0.52384	-0.24714	-0.2449	0.63646	-0.03535	-0.05722	0.08576	0.76732	-0.87832	-0.45241	0.1953	0.17288	0.0129	0.4981	0.48754	0.46727	-0.04535	-0.04042	-1.32403
HLA-SB_alpha_gene_class_II_antigen_extracted_from_Human_HLA-SBDP_alpha_gene	X03100_cds2_at	2.7042	1.02575	0.21266	1.78052	1.91031	0.76284	1.44959	2.09297	0.20169	0.44655	0.24213	1.92368	2.52621	1.035	2.31314	1.75707	0.99988	2.82603	2.73136	2.0976	2.36847	1.831	0.13373	1.49921	1.79999	2.10854	1.42714	1.69742	1.53979	1.95753	2.16066	1.98959	1.68327	1.39988	2.40218	1.42026	1.42936	0.36399
RAF1_V-raf-1_murine_leukemia_viral_oncogene_homolog_1	X03484_at	0.71037	0.50795	0.48979	0.5225	0.26216	0.29522	0.66556	0.52576	0.53671	0.51915	0.49964	0.19045	-0.0031	0.30161	0.55923	0.52864	0.81604	-0.02934	0.31706	0.34219	0.34861	0.87792	0.89446	0.35834	0.2814	-0.12455	-1.23051	0.5616	0.68642	0.74553	0.06185	0.16864	0.46905	0.61577	0.02764	0.57343	0.53315	1.02942
G-CSF_protein_gene_extracted_from_Human_gene_for_granulocyte_colony-stimulating_factor_G-CSF	X03656_rna1_at	-1.45769	0.00934	0.11156	-1.40715	0.09713	-1.21719	0.22999	-1.36832	-0.21222	0.26876	0.05387	0.65186	-0.12959	0.19465	0.21264	0.47114	0.0594	0.27698	-0.31641	0.21938	-0.006	0.05248	-0.81672	-1.48332	-1.25268	-0.19913	-1.05859	0.11175	0.28324	0.43613	-1.26183	0.21319	-1.2469	-1.34158	-1.22961	0.88785	-0.17442	0.53648
GB_DEF_-_T-cell_antigen_receptor_gene_T3-delta	X03934_at	0.22975	2.44758	2.69407	0.05278	-0.2794	2.7475	0.21307	0.50266	2.54422	2.81051	2.58679	0.29004	-0.11437	2.31091	0.31857	0.25126	1.96248	0.09066	-0.06605	-0.26969	0.06389	-0.26386	2.87906	-0.26344	0.27963	0.03583	0.50357	0.18075	-0.14966	-0.34374	0.02012	-0.03206	0.04021	0.12942	0.06419	-0.2267	-0.38219	0.41196
Aldolase_C_gene	X05196_at	-0.41705	0.13907	-0.14578	-0.34261	-0.84184	-0.23204	-0.22825	-1.36832	0.22733	-1.21583	-0.27768	-0.46649	-0.41435	-0.40064	-1.23424	-1.13051	-1.56783	1.80046	-1.24482	-1.60767	0.09564	-1.12665	-0.71269	-0.1148	-1.25268	-0.67859	-1.23051	-1.10779	-1.08902	-0.78199	-0.60223	-0.68777	-0.83102	0.11649	-0.55168	-0.27681	-1.34579	-0.95655
GB_DEF_-_Theta_1-globin_gene	X06482_at	-1.45769	-1.3942	-1.46227	-1.40715	-1.42668	-1.08745	-1.37386	-0.64558	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.15987	-1.20466	-0.71511	-0.39692	-1.06221	-1.12665	-1.20963	-1.48332	-1.07592	-0.79708	-0.8419	-1.2158	0.64964	-1.29865	-1.26183	-1.05236	-0.98676	-1.34158	-1.2009	-1.39906	-0.13996	0.79575
MYBL2_V-myb_avian_myeloblastosis_viral_oncogene_homolog-like_2	X13293_at	-0.56924	-0.12987	-0.17579	-0.73365	-0.3845	0.26938	-1.37386	-1.35925	0.53351	0.97028	0.78045	-0.58772	0.48744	-1.39979	0.27586	-1.40095	-1.56783	1.32077	-1.0238	-0.83354	-1.06221	0.64998	0.68976	-1.03069	-0.27829	-0.27714	-0.01481	0.06031	0.89104	-0.16267	-0.89308	-1.44434	-0.73124	-1.34158	-1.22961	-0.08711	0.9238	1.27362
Put-_HMG-17_protein_gene_extracted_from_Human_HMG-17_gene_for_non-histone_chromosomal_protein_HMG-17	X13546_rna1_at	1.83099	1.58304	2.43315	1.82826	2.00394	2.57125	1.80308	0.47655	2.52177	2.94867	2.35455	1.98866	2.34094	1.90222	2.30534	1.49751	1.9643	1.16241	1.90505	1.31615	2.23855	1.92192	2.64463	2.04795	1.85064	1.49499	1.41296	1.97729	2.08257	2.18519	1.70916	1.59271	1.2918	1.02585	1.75144	1.98083	1.97121	1.96074
Lactate_dehydrogenase_B_gene_exon_1_and_2_EC_1-1-1-27_and_joined_CDS	X13794_rna1_at	1.54157	2.24933	2.45558	1.89114	2.31847	2.199	1.72628	1.31862	2.36531	2.52385	2.58401	1.50989	1.54535	2.58266	1.93949	2.13135	2.36841	2.42346	1.86518	2.10271	2.2378	1.68083	2.45604	2.04577	1.7065	1.35217	1.76864	2.11972	2.48371	1.85979	1.87944	0.97483	1.34442	2.20921	1.16293	1.14897	1.58179	1.45615
GB_DEF_-_CD1_R2_gene_for_MHC-related_antigen	X14975_at	-0.93624	-0.84949	2.22256	-0.27007	-1.42668	2.02718	0.02034	-0.08903	1.12717	1.73341	-0.07505	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-0.39763	-1.20466	-1.23531	-1.0686	-1.06221	-1.12665	2.24416	-1.16095	-1.25268	-0.54386	-0.68678	-1.43337	-1.08902	-0.92632	-1.26183	-0.88449	-1.47218	-0.86682	-0.71434	-0.84417	-0.6763	-1.32403
Motilin_gene_exon_2_and_joined_CDS	X15393_rna1_at	0.54518	0.51105	0.6208	0.34179	0.03232	0.83781	0.65498	1.16489	0.26988	0.3808	0.47004	0.56951	0.11587	0.45624	-0.01165	0.43899	0.05445	0.37137	0.80746	0.11088	-0.53806	0.73799	0.8246	-0.05972	0.91164	0.4941	0.91203	0.50495	0.81086	0.48795	0.99168	0.72368	1.03695	0.2655	0.61454	0.40127	1.16633	1.1315
GB_DEF_-_VAV_oncogene	X16316_at	1.37147	0.97906	1.14974	1.47749	0.63229	1.30652	1.64591	1.0473	0.95353	0.99309	0.79519	1.17016	1.30037	1.21805	1.26441	1.16783	1.575	0.90529	1.15525	0.92794	0.33268	0.87792	1.4022	1.00867	1.18243	1.22778	0.96219	0.75757	0.66254	0.93553	1.26269	1.34524	1.12432	1.03476	1.08016	0.78474	0.74861	0.70578
ABL1_V-abl_Abelson_murine_leukemia_viral_oncogene_homolog_1	X16416_at	0.34773	-0.87375	0.06018	0.22417	0.36544	0.10833	0.3118	0.70814	0.15175	-0.52442	0.38073	0.00223	0.39794	0.22853	0.412	-0.10544	-0.22218	-0.40699	1.16838	0.1577	-1.06221	0.89955	0.44232	-0.11045	0.22662	0.79311	-1.17556	0.29804	0.30438	-0.5934	0.01154	0.17743	0.505	0.4863	0.52634	-0.52305	-0.30721	0.53996
ENO2_gene_for_neuron_specific_gamma_enolase	X51956_rna1_at	-1.45769	-0.63017	-0.09052	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	0.06323	-0.03974	0.10031	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-0.51358	-1.24482	-1.15711	-1.06221	-1.12665	-0.77252	-1.48332	-1.25268	-1.27619	-1.17556	-1.43337	-1.08902	-1.29865	-1.26183	-1.44434	-0.62249	-1.34158	-1.22961	-1.39906	-1.34579	-0.94455
SPI1_Spleen_focus_forming_virus_SFFV_proviral_integration_oncogene_spi1	X52056_at	-1.45769	-0.12142	-1.46227	-1.40715	0.03423	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	0.05215	-1.39979	0.45848	-1.40095	-0.39552	-1.20466	-1.24482	-0.91959	-1.06221	-1.12665	-1.20963	0.204	-1.25268	-1.27619	-1.23051	-0.69521	1.34273	1.23263	0.4144	0.15078	0.38047	0.72151	-1.22961	1.40163	0.98062	-1.32403
FES_Feline_sarcoma_Snyder-Theilen_viral_v-fes/Fujinami_avian_sarcoma_PRCII_viral_v-fps_oncogene_homolog	X52192_at	0.80791	-0.17339	0.25979	0.72367	0.87234	0.8121	1.01067	1.22031	0.47978	-0.00701	0.12937	1.11528	0.12906	0.26731	0.58856	0.60712	0.25865	0.34092	0.33005	0.18957	-0.09757	0.59732	-1.15317	0.73436	0.81514	0.60528	0.20028	1.10675	0.59007	1.02426	1.04622	0.77525	1.27164	1.34277	0.8822	0.82342	0.61581	0.85903
Integrin_alpha_6_or_alpha_E_protein_gene_extracted_from_Human_mRNA_for_integrin_alpha_6	X53586_rna1_at	-0.21901	-1.2109	-1.46227	-1.40715	-1.42668	-1.18975	-1.37386	0.84247	-1.47649	-1.21583	-1.28137	-0.55746	-0.55515	-0.80698	-1.39503	-1.40095	0.43971	-1.20466	1.17754	1.99867	-1.06221	0.39075	-1.20963	-1.48332	-0.61926	0.3392	-0.91999	-1.43337	-1.08902	-1.18329	-1.12135	-0.93871	-1.25353	-1.34158	-0.23675	-1.39906	-1.08164	-1.32403
GAA_gene_extracted_from_Human_lysosomal_alpha-glucosidase_gene_exon_1	X55079_rna1_at	-0.02433	-0.18011	-0.03678	0.03075	-0.44029	0.23894	0.3997	0.62407	-0.3187	-0.20495	-0.31739	-0.03882	-0.17227	-0.09211	-0.53889	0.09841	-0.2239	0.04968	-0.22658	-0.94801	-0.09118	0.36146	0.74287	-0.0911	0.53296	-0.15148	0.1623	0.12004	0.66396	0.61343	0.076	0.19763	0.00251	-0.03048	0.63183	0.78593	0.29081	-0.64302
PRTN3_Proteinase_3_serine_proteinase_neutrophil_Wegener_granulomatosis_autoantigen	X55668_at	-1.06542	-1.3942	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-0.79753	-1.48332	-1.25268	-1.27619	-1.23051	-1.43337	1.62056	0.03803	0.90228	-1.44434	1.07624	-1.34158	-1.22961	-1.39906	-0.86015	-1.32403
MPR46_gene_for_46kd_mannose_6-phosphate_receptor	X56253_rna1_at	0.77325	1.03378	1.09967	1.00585	0.96092	0.84388	0.98113	0.74922	0.73068	0.45407	0.6303	0.99646	0.73431	1.11117	0.87244	0.81347	1.56278	1.13654	1.22568	0.8728	0.52253	0.98968	0.84691	0.75098	0.74042	0.61367	1.29437	0.75511	1.64269	0.62715	1.21623	1.05981	1.14331	1.13295	1.38768	1.01487	0.81847	1.12241
Flg-2_gene_for_fibroblast_growth_factor_receptor	X58255_at	-0.24589	-1.3942	-0.29087	-0.18983	-0.41508	-0.00771	-0.98283	-0.63737	-1.01513	-0.49874	-0.11911	-0.78472	-0.47382	-1.39979	-0.81973	-0.22656	-1.56783	-0.46326	-0.10882	-0.49434	-0.61935	0.13147	-0.41524	-0.19446	0.00693	-0.13792	-1.23051	-0.28526	0.08908	-1.29865	-1.26183	-0.21792	0.17131	0.12942	-0.09407	-0.191	-0.03854	0.45624
GB_DEF_-_H4/d_gene_for_H4_histone	X60483_at	-0.5415	-0.93484	-0.9753	-1.40715	-0.6003	-1.21719	-0.09571	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.31057	-0.03176	-0.967	-1.24482	-0.82728	-1.06221	-1.12665	-0.74814	-0.68568	-0.23707	-0.3555	0.1137	-1.43337	-1.08902	-0.57259	-1.26183	-0.73507	-0.20387	-1.34158	-1.22961	-1.14358	-1.34579	-0.44765
H4/g_gene_for_H4_histone	X60486_at	1.40021	1.21941	2.16385	2.10278	2.17164	1.86539	1.01791	0.68927	2.08613	0.74791	1.84595	0.76818	0.98487	1.33033	2.62313	-0.63614	-1.32667	0.95864	-0.57241	0.2973	1.70825	1.25654	2.51383	1.3926	0.50274	0.79606	-0.45334	0.74851	2.46333	-0.11607	0.48697	1.04721	0.8067	1.1018	1.66177	1.21229	1.37575	1.07422
TTG-2a_gene_extracted_from_Human_TTG-2_mRNA_for_a_cysteine_rich_protein_with_LIM_motif	X61118_rna1_at	0.14774	-0.132	-1.46227	0.86205	1.61009	0.64202	1.21191	-0.28571	-1.27315	0.08472	-1.28137	0.2648	0.50366	-1.12262	0.90942	-0.38149	1.19642	-1.20466	0.00123	0.2011	0.45123	-0.05496	-1.13505	1.44783	0.73608	0.11897	0.23279	0.65435	0.91087	0.55	0.7666	0.89999	0.32511	0.67826	0.47904	0.14331	-0.37661	0.15434
BTG1_B-cell_translocation_gene_1_anti-proliferative	X61123_at	0.74658	1.42967	0.69565	0.51285	1.03594	0.58652	0.20793	1.0845	0.98331	0.71465	0.81775	1.1035	1.28191	0.09221	1.16329	1.57995	-0.06685	1.47355	0.88992	1.53409	1.65274	1.81739	0.10671	0.65424	1.19905	1.52571	0.61912	1.07375	-0.06207	1.12739	-0.66887	0.27546	1.0159	0.16185	-1.22961	0.93522	1.26104	1.03883
ARHG_Ras_homolog_gene_family_member_G_rho_G	X61587_at	-0.64249	0.28602	-0.20265	-1.40715	0.62726	-0.13455	-1.37386	-1.36832	0.1679	-0.14556	-0.97673	1.07948	-0.74884	0.67561	-0.15497	-1.40095	1.01756	0.27077	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-0.08263	-0.94068	0.22297	-1.23051	0.08639	1.76065	1.26763	0.8065	0.07881	1.17772	0.86272	0.54526	1.36991	0.45339	0.50931
Rod_cG-PDE_G_gene_for_3'_5'-cyclic_nucleotide_phosphodiesterase	X62025_rna1_at	0.70685	0.41086	0.57523	0.76811	-0.12175	0.25808	0.81759	0.99156	-0.20646	0.43285	0.31641	0.72458	0.297	0.32901	0.26787	0.3683	0.76186	-0.59692	0.53494	0.09699	0.09304	0.78738	0.68976	0.19463	0.63887	-0.08304	0.9052	0.41037	0.7403	0.11297	0.53147	0.97543	0.95047	0.61577	0.49561	-0.17371	0.82261	0.54343
ME491__gene_extracted_from_H-sapiens_gene_for_Me491/CD63_antigen	X62654_rna1_at	0.24152	0.37678	-1.41104	-0.22642	1.36156	-1.21719	-0.53702	-0.42666	0.07704	0.01498	-0.0895	0.74974	0.37346	0.52078	0.32612	0.19304	0.01244	-0.01245	-0.00922	0.28865	0.78499	0.49103	-1.20963	0.43547	-0.42177	0.6602	0.03823	0.76655	1.58105	2.27483	1.36713	1.08766	1.2983	1.35631	0.71787	1.81693	1.63125	0.77631
LMP2_gene_extracted_from_H-sapiens_genes_TAP1_TAP2_LMP2_LMP7_and_DOB	X66401_cds1_at	1.1745	0.72656	0.76533	0.73617	0.79229	1.03701	0.62581	0.86555	0.13271	0.82215	-1.04382	0.89237	1.50969	1.25736	1.83546	1.12914	0.69704	1.46757	1.64051	1.0655	0.38157	-0.10223	0.02894	0.83946	0.43015	1.55588	0.47155	0.19151	0.13027	0.1204	0.29551	0.32134	-0.17876	-0.17447	0.06419	0.22368	-0.3794	-0.70493
Max_gene_extracted_from_H-sapiens_max_gene	X66867_cds1_at	0.21181	-1.21813	0.06947	0.20248	0.34102	-0.09216	0.11789	0.05943	-0.73527	-0.74949	-0.26876	0.22568	-0.08261	-0.01062	0.29163	-0.25162	0.15059	-0.02934	-0.30919	0.22367	-0.59696	-1.12665	-0.29873	-0.06178	-0.09902	0.20085	-0.00704	-0.19453	-0.49577	-1.29865	-0.25526	-0.23395	-0.70977	-1.34158	-1.22961	-1.35065	-0.25257	-1.32403
PAGA_Proliferation-associated_gene_A_natural_killer-enhancing_factor_A	X67951_at	1.97761	0.6348	0.90682	2.33197	2.55196	1.42101	2.67115	2.14248	1.5854	1.22942	1.71465	1.7545	2.23695	1.22777	2.72921	2.32775	0.48044	2.26197	2.21135	1.93875	1.05702	0.25894	0.77839	3.06327	2.03582	2.49986	2.21585	1.47452	0.70427	1.19608	1.04487	2.38505	-0.12346	1.23432	0.65859	0.32455	0.24081	-0.31337
P2_gene_for_c_subunit_of_mitochondrial_ATP_synthase_gene_extracted_from_H-sapiens_gene_for_mitochondrial_ATP_synthase_c_subunit_P2_form	X69908_rna1_at	1.64803	1.53869	1.23021	1.65833	2.16264	1.63988	1.5527	0.97916	1.58167	1.69103	1.55512	1.76	1.72735	1.55564	2.26416	2.20652	1.55271	2.05649	1.87732	1.91147	1.20191	1.66487	1.65478	1.94622	1.90051	2.17093	1.56223	1.68685	2.37069	1.49908	1.63713	1.10075	1.43914	1.67655	1.66177	1.07706	1.30807	1.73803
Proteasome-like_subunit_MECL-1_gene_extracted_from_H-sapiens_genes_for_proteasome-like_subunit_MECL-1_chymotrypsin-like_protease_CTRL-1_and_protein_serine_kinase_PSK-H1_last_exon	X71874_cds1_at	1.21862	0.71682	1.54198	0.99576	1.43191	1.75551	1.38665	-0.1117	0.33097	1.63878	-1.28137	1.05259	1.22693	1.25528	1.97746	1.6398	0.33239	1.07632	1.90824	1.22993	0.29996	-1.12665	0.83406	1.36236	0.92147	2.01716	0.91008	0.9021	0.99223	0.8678	1.41825	0.94069	-1.39819	0.10526	0.92536	1.25832	-1.34579	-0.71877
CB2_peripheral_cannabinoid_receptor_gene_extracted_from_H-sapiens_mRNA_for_CB2_peripheral_cannabinoid_receptor	X74328_rna1_at	0.47187	-0.45147	-0.22604	-1.28421	-1.42668	-1.21719	-1.07986	-0.01178	-0.60668	-0.01947	0.09834	-1.03209	-1.20774	0.01568	-1.39503	-0.50581	-0.13239	-0.93011	-1.24482	-0.15286	-1.06221	-0.65672	-1.20963	-1.48332	-0.61459	-1.27619	0.32774	-1.43337	-0.17378	-0.31818	-1.10618	-1.40926	-0.41131	-0.88888	-1.22961	-1.21365	0.06389	-0.43397
REL_V-rel_avian_reticuloendotheliosis_viral_oncogene_homolog	X75042_at	-0.14499	0.06728	-0.89796	-0.72454	-0.61948	-0.55537	-1.10054	-0.89008	-0.56198	-1.07137	0.10031	0.15389	-0.9628	-0.50669	-0.34745	-0.96118	-0.80661	-0.29594	-0.66167	-1.15711	-0.90252	-0.27542	-0.74814	-1.43754	0.2057	-0.73337	-0.62526	0.41277	-0.52583	0.69623	-0.63715	-0.25263	0.29055	-0.06839	-0.28693	0.3472	0.52345	0.15964
TEGT_Testis_enhanced_gene_transcript	X75861_at	1.21862	1.33828	1.26843	1.01512	1.15002	0.87168	0.65498	0.8819	1.33483	1.27474	1.47942	1.11954	1.13538	1.12447	1.29333	1.02343	1.62627	0.95966	1.12524	1.05355	-0.0031	0.98968	1.24329	1.31271	0.90984	0.70559	0.1623	1.32351	1.57733	1.57737	1.39604	1.60581	1.11845	0.94303	0.77866	1.45015	1.41497	1.38283
HLON_ATP-dependent_protease_mRNA_nuclear_gene_encoding__mitochondrial_protein	X76040_at	-0.86563	-0.44538	-0.61546	-1.40715	-0.91354	-0.05426	-0.95261	-0.73658	0.21461	0.53439	0.24883	-1.03209	-0.56947	-1.07593	-0.40008	-0.87568	-0.96079	-1.20466	-1.23531	-0.51318	-1.06221	-0.49714	-1.20963	-0.93184	-0.80534	-1.27619	-1.23051	-1.20866	-0.20213	-0.72651	-0.77138	-0.84702	-0.53457	-0.96445	-1.22961	-0.79858	-0.65297	-1.12179
MPV17_MpV17_transgene_murine_homolog_glomerulosclerosis	X76538_at	0.1347	0.24805	0.01713	0.50677	0.53835	0.53315	0.69046	0.41298	0.04493	0.12844	-0.1922	0.13069	0.0628	0.2077	0.43111	0.20706	0.62998	0.21952	0.11387	0.40004	-0.07225	-0.16569	0.08147	0.5168	0.1744	0.12506	0.18569	-0.20627	-0.29275	-0.03187	0.65517	0.08044	-0.32585	0.13854	0.48736	0.09383	-0.32013	-0.54582
KIAA0131_gene_partial_cds	X78817_at	1.91451	1.83753	1.59024	1.59778	1.53971	1.65177	2.03567	1.40865	1.16231	1.54664	1.09433	1.17217	1.55028	1.62977	1.39441	1.31555	1.7642	0.64222	1.53835	1.09036	0.49265	1.17001	1.79139	1.51547	1.30188	1.7394	1.69405	1.57173	1.23142	1.51452	1.60429	1.46635	1.11719	1.71658	2.07022	1.29677	1.29268	1.37225
HNRPA1_Heterogeneous_nuclear_ribonucleoprotein_A1	X79536_at	0.71999	1.46891	0.9643	0.75134	1.0029	0.79207	1.11312	0.84489	1.17068	1.58907	1.90764	0.61868	1.05303	1.26668	0.70189	1.4984	1.7766	0.55342	1.55589	1.81753	2.03585	1.20411	1.44883	1.19022	1.40293	1.38016	0.26036	1.12281	1.35635	1.06103	0.8723	0.72921	0.51354	1.38093	1.80195	0.84378	0.44914	1.4683
Gdf5_gene	X80915_rna1_at	0.24735	-0.26002	0.23335	0.01026	0.04565	-0.14913	0.164	0.54271	0.01893	-0.10892	-0.30807	0.06702	-0.04994	-0.20145	-0.12313	0.16253	-0.04562	0.23475	-0.32004	-0.18194	-0.6839	0.08487	0.12644	-0.13465	0.10843	-0.03124	0.55321	0.06908	-0.44772	0.29207	-0.07202	-0.0339	0.19627	0.04091	0.27934	0.08552	0.26222	0.21272
GB_DEF_-_Nov_gene	X80923_at	-0.04404	-0.71232	-0.24786	-0.23984	-0.96274	-0.28491	-0.18021	0.27528	-0.35433	-0.33662	-0.51552	-0.51091	-0.62916	-0.38204	-0.98053	-0.44161	-0.0087	-0.16645	-0.18149	-1.17126	-0.41224	-0.25244	0.15292	-0.28673	-0.31129	-0.31223	0.23678	-0.29043	-1.04355	-0.35419	-0.12316	-0.40959	-0.17686	-0.17959	-0.1404	-0.57378	-0.16133	-0.08132
TCL1_gene_T_cell_leukemia_extracted_from_H-sapiens_mRNA_for_Tcell_leukemia/lymphoma_1	X82240_rna1_at	3.13362	-1.3942	-1.46227	2.3013	2.36555	-1.21719	-1.37386	2.79942	-1.47649	-1.21583	-1.28137	-0.03882	2.34881	-1.39979	3.01279	0.58401	-1.56783	2.10719	2.11119	2.5208	1.10502	2.18991	-1.20963	1.85161	1.69808	3.02921	2.85236	-1.43337	-1.08902	-1.29865	-1.26183	-1.44434	-1.47218	-1.34158	-1.22961	-1.39906	-1.34579	-1.32403
